time  x      y      z      groundspeedxy  groundspeedxz  groundspeedxyz  trackanglexy  trackanglexz  trackanglexyz  airspeedxy  airspeedxz  airspeedxyz  courseanglexy  courseanglexz  courseanglexyz  driftanglexy  driftanglexz  driftanglexyz  
0.00  -0.934 0.304  -0.281 
4.13  -0.585 0.538  -0.468 0.28           0.86           0.91            81.33         -87.19        87.32          0.40        0.91        0.95         43.60          -71.30         72.14           37.74         -15.89        15.18          
4.17  -0.580 0.547  -0.439 0.31           0.88           0.92            61.80         -80.55        80.97          0.48        0.96        0.99         34.38          -65.59         66.57           27.43         -14.96        14.40          
4.20  -0.575 0.545  -0.410 0.16           0.89           0.89            -17.14        -80.29        80.31          0.40        0.96        0.96         -6.59          -65.45         65.48           -10.55        -14.84        14.83          
4.23  -0.565 0.524  -0.377 0.71           1.02           1.20            -62.59        -71.45        74.27          0.85        1.13        1.29         -47.49         -59.33         63.53           -15.10        -12.12        10.74          
4.27  -0.553 0.494  -0.353 0.97           0.80           1.21            -69.50        -64.84        73.70          1.08        0.93        1.30         -56.98         -50.76         63.05           -12.52        -14.08        10.65          
4.30  -0.548 0.482  -0.320 0.41           1.03           1.10            -66.09        -80.75        81.30          0.56        1.10        1.16         -41.95         -67.76         69.00           -24.14        -12.98        12.30          
4.33  -0.533 0.457  -0.303 0.85           0.67           0.99            -59.27        -49.27        63.93          1.00        0.85        1.12         -46.86         -36.39         52.37           -12.40        -12.88        11.56          
4.37  -0.523 0.439  -0.294 0.62           0.40           0.67            -60.60        -41.35        63.22          0.77        0.61        0.82         -44.22         -25.76         47.37           -16.38        -15.59        15.85          
4.40  -0.508 0.410  -0.294 0.99           0.44           0.99            -63.47        1.44          63.47          1.13        0.69        1.13         -52.03         0.92           52.04           -11.43        0.52          11.43          
4.43  -0.491 0.384  -0.307 0.94           0.65           1.02            -56.46        36.99         59.33          1.10        0.86        1.16         -45.51         26.95          48.69           -10.95        10.04         10.64          
4.47  -0.490 0.374  -0.331 0.29           0.70           0.76            -81.58        86.52         86.78          0.41        0.76        0.81         -44.42         67.30          68.84           -37.15        19.23         17.95          
4.50  -0.488 0.365  -0.348 0.28           0.53           0.60            -80.69        84.97         85.57          0.41        0.60        0.66         -43.50         60.52          63.52           -37.18        24.45         22.05          
4.53  -0.489 0.355  -0.375 0.28           0.81           0.86            -97.76        92.70         92.55          0.35        0.84        0.88         -52.93         75.38          76.15           -44.84        17.32         16.40          
4.57  -0.493 0.351  -0.394 0.17           0.59           0.61            -132.98       101.45        101.20         0.18        0.60        0.61         -43.81         77.23          77.51           -89.17        24.23         23.69          
4.60  -0.489 0.327  -0.424 0.72           0.88           1.13            -80.82        82.48         84.16          0.80        0.95        1.18         -62.86         67.28          72.03           -17.96        15.20         12.13          
4.63  -0.494 0.327  -0.443 0.13           0.59           0.59            -178.78       102.42        102.42         0.12        0.59        0.59         -1.25          77.91          77.91           -177.52       24.51         24.51          
4.67  -0.491 0.327  -0.442 0.08           0.08           0.08            -5.39         -21.33        21.88          0.33        0.33        0.33         -1.29          -5.31          5.46            -4.11         -16.01        16.42          
4.70  -0.475 0.314  -0.448 0.63           0.53           0.66            -38.24        21.64         41.42          0.84        0.77        0.86         -27.64         14.77          30.38           -10.61        6.87          11.04          
4.73  -0.470 0.311  -0.444 0.16           0.18           0.19            -32.70        -40.49        46.89          0.39        0.40        0.41         -12.58         -16.52         20.36           -20.12        -23.96        26.52          
4.77  -0.466 0.318  -0.440 0.23           0.19           0.27            57.53         -49.22        62.89          0.42        0.40        0.45         27.52          -21.03         32.92           30.01         -28.20        29.96          
